fit_time,score_time,test_roc_auc_ovo,test_f1_macro,test_balanced_accuracy,test_precision_macro,test_recall_macro
75.20685696601868,0.05377388000488281,0.9478021220154692,0.8277653039315652,0.8278788194625393,0.8276607542766264,0.8278788194625393
74.54928803443909,0.11382484436035156,0.9508532133945468,0.8396294738705317,0.8391604565115433,0.8407680325904625,0.8391604565115433
74.13538789749146,0.06286430358886719,0.9508030894716226,0.8295728018064575,0.8289645109177132,0.8305394001798091,0.8289645109177132
74.61271333694458,0.15114974975585938,0.944390965618183,0.8208728321721505,0.8203606232737505,0.8216341485521879,0.8203606232737505
74.5819320678711,0.14549779891967773,0.948141184157366,0.8262627760031552,0.8268165789427971,0.8259501379985695,0.8268165789427971
75.25471210479736,0.05720996856689453,0.9466666309439157,0.8359713907360242,0.8348776208591727,0.838267249460881,0.8348776208591727
74.93340110778809,0.05970287322998047,0.9439363018519235,0.8182497844812279,0.8176073097434294,0.8201745494502912,0.8176073097434294
74.83703589439392,0.053015947341918945,0.9465342641421467,0.8268929856565692,0.8267514374554866,0.8270475395156754,0.8267514374554866
20.050939798355103,0.044873952865600586,0.9404817475727446,0.8210221431287609,0.8196866260183787,0.8234548301944105,0.8196866260183787
19.633156061172485,0.033477067947387695,0.9471367408287591,0.8373974686927795,0.8374355099275625,0.8375312670337008,0.8374355099275625
